iter	Passed	Remaining
231	10781	44985
232	10821	44913
233	10867	44864
234	10907	44791
235	10950	44728
236	10991	44661
237	11033	44599
238	11073	44524
239	11120	44482
240	11162	44420
241	11205	44358
242	11247	44294
243	11291	44239
244	11332	44172
245	11378	44127
246	11420	44064
247	11466	44016
248	11509	43959
249	11556	43913
250	11596	43844
251	11640	43789
252	11680	43720
253	11723	43661
254	11763	43595
255	11808	43542
256	11849	43478
257	11890	43413
258	11930	43344
259	11974	43294
260	12016	43231
261	12058	43170
262	12100	43110
263	12144	43056
264	12184	42989
265	12228	42936
266	12269	42873
267	12313	42820
268	12353	42753
269	12396	42700
270	12436	42632
271	12480	42580
272	12526	42533
273	12568	42477
274	12611	42421
275	12655	42367
276	12698	42314
277	12743	42264
278	12786	42207
279	12830	42158
280	12871	42094
281	12913	42038
282	12955	41980
283	12998	41925
284	13039	41865
285	13083	41813
286	13124	41750
287	13169	41704
288	13210	41643
289	13254	41592
290	13298	41539
291	13340	41483
292	13383	41430
293	13424	41369
294	13472	41330
295	13516	41280
296	13561	41231
297	13599	41162
298	13644	41115
299	13684	41053
300	13727	41001
301	13827	41117
302	13880	41092
303	13918	41022
304	13961	40970
305	14001	40904
306	14045	40855
307	14087	40799
308	14133	40752
309	14173	40691
310	14218	40642
311	14259	40583
312	14303	40534
313	14344	40476
314	14388	40423
315	14429	40366
316	14477	40326
317	14520	40274
318	14563	40219
319	14602	40158
320	14646	40105
321	14685	40043
322	14730	39996
323	14771	39939
324	14815	39888
325	14855	39828
326	14899	39776
327	14938	39714
328	14981	39662
329	15022	39605
330	15066	39554
331	15105	39493
332	15152	39452
333	15196	39400
334	15242	39356
335	15287	39311
336	15332	39264
337	15375	39212
338	15421	39167
339	15468	39126
340	15512	39077
341	15555	39024
342	15601	38981
343	15642	38925
344	15687	38876
345	15731	38829
346	15775	38779
347	15821	38734
348	15865	38685
349	15907	38631
350	15950	38581
351	15993	38530
352	16037	38481
353	16080	38430
354	16122	38376
355	16164	38323
356	16210	38278
357	16257	38237
358	16305	38197
359	16348	38146
360	16396	38106
361	16442	38062
362	16487	38016
363	16528	37960
364	16573	37913
365	16612	37855
366	16660	37816
367	16704	37767
368	16749	37721
369	16789	37664
370	16836	37620
371	16877	37566
372	16922	37520
373	16964	37466
374	17007	37417
375	17046	37358
376	17091	37311
377	17133	37258
378	17173	37202
379	17218	37156
380	17264	37112
381	17304	37055
382	17350	37010
383	17393	36961
384	17438	36915
385	17483	36869
386	17527	36821
387	17569	36768
388	17639	36776
389	17687	36735
390	17731	36687
391	17794	36679
392	17845	36643
393	17906	36630
394	17949	36580
395	17991	36528
396	18035	36480
397	18077	36427
398	18121	36378
399	18161	36323
400	18207	36279
401	18250	36228
402	18295	36182
403	18337	36131
404	18384	36088
405	18428	36040
406	18474	35995
407	18514	35940
408	18559	35894
409	18603	35845
410	18648	35799
411	18692	35751
412	18737	35705
413	18781	35658
414	18827	35612
415	18871	35564
416	18913	35514
417	18958	35468
418	19005	35425
419	19045	35370
420	19091	35326
421	19135	35278
422	19179	35231
423	19223	35181
424	19267	35135
425	19309	35083
426	19354	35037
427	19400	34994
428	19449	34955
429	19492	34905
430	19538	34860
431	19579	34808
432	19623	34760
433	19668	34713
434	19712	34666
435	19752	34612
436	19799	34569
437	19842	34519
438	19891	34481
439	19934	34432
440	19981	34390
441	20025	34342
442	20073	34302
443	20117	34254
444	20162	34207
445	20201	34153
446	20247	34107
447	20292	34063
448	20337	34016
449	20382	33970
450	20439	33945
451	20484	33898
452	20600	33971
453	20641	33918
454	20691	33879
455	20732	33826
456	20776	33778
457	20821	33731
458	20867	33688
459	20908	33634
460	20956	33594
461	20999	33543
462	21045	33499
463	21088	33451
464	21133	33404
465	21179	33359
466	21222	33310
467	21268	33266
468	21323	33235
469	21368	33189
470	21414	33144
471	21457	33095
472	21504	33052
473	21544	32998
474	21595	32961
475	21640	32914
476	21682	32864
477	21734	32829
478	21796	32809
479	21844	32766
480	21888	32719
481	21931	32670
482	21978	32626
483	22022	32578
484	22067	32531
485	22111	32484
486	22155	32437
487	22199	32389
488	22246	32346
489	22287	32294
490	22332	32247
491	22377	32201
492	22420	32153
493	22469	32112
494	22510	32060
495	22556	32015
496	22598	31965
497	22648	31926
498	22695	31882
499	22743	31840
500	22791	31798
501	22836	31752
502	22880	31704
503	22923	31656
504	22972	31615
505	23019	31572
506	23068	31530
507	23112	31483
508	23160	31441
509	23202	31392
510	23250	31349
511	23296	31304
512	23347	31266
513	23388	31215
514	23440	31178
515	23483	31129
516	23532	31088
517	23577	31042
518	23623	30996
519	23669	30952
520	23713	30904
521	23759	30859
522	23806	30816
523	23851	30769
524	23896	30724
525	23940	30676
526	23986	30631
527	24029	30582
528	24072	30534
529	24113	30483
530	24157	30435
531	24198	30384
532	24243	30338
533	24283	30286
534	24329	30241
535	24371	30191
536	24416	30146
537	24458	30095
538	24502	30048
539	24544	29998
540	24586	29948
541	24629	29901
542	24673	29854
543	24716	29805
544	24762	29760
545	24802	29708
546	24849	29664
547	24893	29617
548	24937	29570
549	24978	29520
550	25026	29477
551	25072	29432
552	25118	29387
553	25161	29340
554	25206	29293
555	25248	29244
556	25293	29199
557	25338	29153
558	25381	29104
559	25425	29057
560	25472	29014
561	25513	28963
562	25562	28921
563	25604	28873
564	25648	28826
565	25690	28777
566	25736	28732
567	25779	28684
568	25829	28644
569	25872	28596
570	25917	28549
571	25957	28499
572	26006	28457
573	26050	28410
574	26097	28366
575	26139	28318
576	26184	28272
577	26229	28226
578	26278	28184
579	26325	28140
580	26368	28093
581	26411	28044
582	26462	28005
583	26506	27959
584	26550	27911
585	26594	27865
586	26641	27821
587	26682	27771
588	26729	27727
589	26773	27680
590	26817	27634
591	26859	27585
592	26907	27542
593	26952	27496
594	26999	27453
595	27042	27405
596	27087	27359
597	27131	27313
598	27178	27269
599	27221	27221
600	27264	27174
601	27307	27126
602	27350	27077
603	27390	27027
604	27435	26981
605	27476	26932
606	27521	26886
607	27629	26902
608	27687	26869
609	27728	26819
610	27775	26775
611	27816	26726
612	27867	26685
613	27911	26638
614	27959	26595
615	28004	26549
616	28049	26503
617	28095	26458
618	28141	26413
619	28185	26366
620	28233	26323
621	28276	26276
622	28323	26232
623	28366	26184
624	28411	26138
625	28454	26090
626	28497	26042
627	28543	25998
628	28591	25955
629	28637	25909
630	28684	25866
631	28725	25816
632	28776	25775
633	28821	25730
634	28870	25687
635	28913	25639
636	28958	25594
637	29001	25546
638	29049	25503
639	29092	25455
640	29138	25411
641	29181	25363
642	29225	25316
643	29270	25270
644	29314	25223
645	29353	25173
646	29396	25125
647	29435	25074
648	29480	25028
649	29526	24983
650	29573	24939
651	29615	24891
652	29659	24845
653	29702	24797
654	29745	24749
655	29788	24702
656	29833	24656
657	29874	24607
658	29917	24560
659	29962	24514
660	30026	24484
661	30068	24436
662	30112	24389
663	30154	24341
664	30196	24293
665	30243	24249
666	30286	24202
667	30328	24153
668	30368	24104
669	30411	24057
670	30451	24007
671	30495	23960
672	30534	23910
673	30577	23863
674	30616	23812
675	30660	23766
676	30701	23717
677	30744	23670
678	30784	23621
679	30826	23573
680	30870	23527
681	30912	23478
682	30950	23428
683	30991	23379
684	31033	23331
685	31076	23284
686	31114	23234
687	31159	23188
688	31201	23140
689	31242	23092
690	31283	23043
691	31324	22995
692	31366	22947
693	31409	22900
694	31430	22837
695	31474	22791
696	31513	22742
697	31553	22693
698	31594	22644
699	31635	22596
700	31675	22548
701	31718	22501
702	31756	22450
703	31798	22403
704	31839	22355
705	31883	22309
706	31922	22260
707	31963	22211
708	32002	22162
709	32043	22114
710	32083	22065
711	32126	22019
712	32166	21970
713	32210	21924
714	32322	21925
715	32371	21882
716	32413	21834
717	32460	21791
718	32503	21744
719	32548	21699
720	32593	21653
721	32638	21608
722	32681	21561
723	32727	21516
724	32804	21492
725	32849	21447
726	32894	21401
727	32940	21356
728	32982	21309
729	33029	21265
730	33074	21220
731	33130	21181
732	33190	21145
733	33235	21100
734	33278	21053
735	33329	21011
736	33400	20982
737	33493	20967
738	33552	20930
739	33598	20885
740	33645	20840
741	33690	20795
742	33733	20748
743	33777	20702
744	33819	20655
745	33867	20610
746	33914	20566
747	33961	20522
748	34007	20476
749	34055	20433
750	34103	20389
751	34152	20346
752	34285	20352
753	34336	20310
754	34376	20261
755	34422	20216
756	34466	20169
757	34510	20123
758	34552	20076
759	34601	20032
760	34643	19984
761	34688	19938
762	34730	19891
763	34772	19843
764	34815	19796
765	34860	19751
766	34902	19703
767	34948	19658
768	34996	19614
769	35045	19570
770	35093	19526
771	35143	19483
772	35190	19438
773	35234	19392
774	35276	19345
775	35322	19299
776	35365	19253
777	35412	19208
778	35457	19162
779	35501	19116
780	35545	19069
781	35591	19024
782	35637	18979
783	35676	18930
784	35722	18885
785	35765	18838
786	35809	18791
787	35853	18745
788	35899	18700
789	35940	18652
790	35989	18609
791	36033	18562
792	36078	18516
793	36120	18469
794	36168	18425
795	36210	18378
796	36256	18332
797	36298	18285
798	36342	18239
799	36385	18192
800	36428	18146
801	36473	18100
802	36513	18052
803	36560	18007
804	36600	17959
805	36647	17914
806	36689	17867
807	36731	17820
808	36774	17773
809	36819	17728
810	36862	17681
811	36908	17636
812	36951	17589
813	36995	17543
814	37037	17496
815	37083	17451
816	37125	17404
817	37174	17360
818	37218	17314
819	37261	17267
820	37304	17221
821	37350	17175
822	37394	17129
823	37439	17083
824	37481	17037
825	37527	16991
826	37568	16944
827	37613	16898
828	37653	16851
829	37699	16805
830	37742	16759
831	37790	16714
832	37834	16668
833	37877	16622
834	37919	16575
835	37967	16531
836	38013	16486
837	38065	16443
838	38114	16399
839	38161	16355
840	38207	16309
841	38254	16265
842	38300	16219
843	38350	16176
844	38395	16130
845	38442	16085
846	38486	16039
847	38533	15995
848	38581	15950
849	38639	15910
850	38686	15865
851	38737	15822
852	38782	15776
853	38832	15733
854	38884	15690
855	38935	15647
856	38976	15599
857	39021	15553
858	39062	15506
859	39110	15462
860	39154	15416
861	39197	15369
862	39240	15323
863	39285	15277
864	39327	15231
865	39372	15185
866	39414	15138
867	39459	15092
868	39505	15047
869	39556	15004
870	39605	14960
871	39650	14914
872	39692	14867
873	39738	14822
874	39781	14776
875	39827	14730
876	39872	14684
877	39918	14639
878	39966	14595
879	40020	14552
880	40062	14506
881	40108	14460
882	40151	14414
883	40195	14368
884	40238	14322
885	40289	14278
886	40336	14233
887	40383	14188
888	40533	14179
889	40593	14139
890	40634	14092
891	40683	14047
892	40729	14002
893	40775	13956
894	40818	13910
895	40864	13864
896	40907	13818
897	40952	13772
898	40994	13725
899	41040	13680
900	41086	13634
901	41134	13589
902	41176	13543
903	41220	13497
904	41266	13451
905	41360	13421
906	41437	13385
907	41508	13348
908	41593	13315
909	41749	13304
910	41848	13275
911	41897	13230
912	41942	13184
913	41988	13138
914	42033	13092
915	42081	13047
916	42133	13002
917	42208	12966
918	42256	12920
919	42304	12875
920	42344	12827
921	42390	12781
922	42430	12733
923	42475	12687
924	42516	12640
925	42561	12593
926	42603	12546
927	42648	12500
928	42690	12453
929	42735	12406
930	42775	12359
931	42819	12312
932	42862	12266
933	42913	12221
934	42953	12174
935	42998	12127
936	43038	12080
937	43087	12035
938	43129	11988
939	43172	11941
940	43214	11894
941	43260	11848
942	43302	11801
943	43348	11755
944	43390	11708
945	43435	11662
946	43479	11616
947	43524	11569
948	43566	11522
949	43609	11476
950	43653	11429
951	43698	11383
952	43741	11337
953	43786	11290
954	43827	11243
955	43871	11197
956	43912	11150
957	43956	11103
958	43998	11056
959	44041	11010
960	44086	10964
961	44132	10918
962	44171	10870
963	44216	10824
964	44259	10778
965	44303	10731
966	44345	10685
967	44392	10639
968	44430	10591
969	44477	10546
970	44518	10499
971	44564	10453
972	44604	10406
973	44649	10360
974	44691	10313
975	44736	10267
976	44778	10220
977	44822	10174
978	44861	10127
979	44906	10081
980	44950	10034
981	44994	9988
982	45040	9942
983	45087	9897
984	45128	9850
985	45173	9804
986	45215	9757
987	45258	9711
988	45300	9664
989	45343	9618
990	45386	9571
991	45432	9526
992	45479	9480
993	45520	9433
994	45564	9387
995	45607	9341
996	45651	9295
997	45693	9248
998	45741	9203
999	45780	9156
1000	45825	9110
1001	45868	9063
1002	45912	9017
1003	45956	8971
1004	46000	8925
1005	46048	8880
1006	46091	8833
1007	46133	8787
1008	46177	8741
1009	46221	8695
1010	46266	8649
1011	46307	8602
1012	46352	8556
1013	46391	8509
1014	46436	8463
1015	46479	8417
1016	46524	8371
1017	46567	8325
1018	46612	8279
1019	46652	8232
1020	46700	8187
1021	46742	8141
1022	46784	8094
1023	46827	8048
1024	46874	8002
1025	46917	7956
1026	46961	7910
1027	47007	7865
1028	47054	7819
1029	47097	7773
1030	47141	7727
1031	47181	7680
1032	47226	7634
1033	47267	7588
1034	47310	7542
1035	47354	7496
1036	47398	7450
1037	47556	7422
1038	47648	7383
1039	47698	7338
1040	47754	7293
1041	47799	7247
1042	47845	7202
1043	47887	7155
1044	47930	7109
1045	47973	7063
1046	48021	7017
1047	48062	6970
1048	48107	6924
1049	48148	6878
1050	48191	6832
1051	48234	6785
1052	48279	6739
1053	48323	6693
1054	48367	6647
1055	48406	6600
1056	48452	6555
1057	48494	6508
1058	48539	6462
1059	48580	6416
1060	48684	6378
1061	48733	6332
1062	48773	6286
1063	48817	6239
1064	48861	6193
1065	48905	6147
1066	48947	6101
1067	48995	6055
1068	49036	6009
1069	49082	5963
1070	49123	5916
1071	49167	5870
1072	49210	5824
1073	49255	5778
1074	49295	5732
1075	49339	5685
1076	49381	5639
1077	49424	5593
1078	49464	5547
1079	49508	5500
1080	49550	5454
1081	49594	5408
1082	49638	5362
1083	49685	5316
1084	49727	5270
1085	49770	5224
1086	49811	5178
1087	49854	5132
1088	49896	5085
1089	49941	5039
1090	49985	4993
1091	50030	4948
1092	50070	4901
1093	50115	4855
1094	50156	4809
1095	50201	4763
1096	50241	4717
1097	50285	4671
1098	50325	4625
1099	50369	4579
1100	50410	4532
1101	50450	4486
1102	50494	4440
1103	50537	4394
1104	50582	4348
1105	50624	4302
1106	50668	4256
1107	50707	4210
1108	50754	4164
1109	50798	4118
1110	50842	4072
1111	50885	4026
1112	50928	3980
1113	50975	3935
1114	51024	3889
1115	51068	3843
1116	51110	3797
1117	51154	3751
1118	51198	3706
1119	51238	3659
1120	51285	3614
1121	51331	3568
1122	51378	3522
1123	51419	3476
1124	51464	3430
1125	51502	3384
1126	51547	3338
1127	51590	3293
1128	51634	3247
1129	51678	3201
1130	51723	3155
1131	51765	3109
1132	51809	3063
1133	51851	3017
1134	51894	2971
1135	51939	2926
1136	51987	2880
1137	52027	2834
1138	52072	2788
1139	52125	2743
1140	52179	2698
1141	52221	2652
1142	52266	2606
1143	52306	2560
1144	52352	2514
1145	52392	2468
1146	52436	2422
1147	52476	2377
1148	52520	2331
1149	52562	2285
1150	52606	2239
1151	52650	2193
1152	52689	2147
1153	52733	2102
1154	52776	2056
1155	52821	2010
1156	52863	1964
1157	52908	1918
1158	52951	1873
1159	52996	1827
1160	53038	1781
1161	53081	1735
1162	53122	1690
1163	53167	1644
1164	53209	1598
1165	53255	1552
1166	53303	1507
1167	53346	1461
1168	53389	1415
1169	53433	1370
1170	53474	1324
1171	53518	1278
1172	53560	1232
1173	53604	1187
1174	53645	1141
1175	53690	1095
1176	53730	1049
1177	53774	1004
1178	53817	958
1179	53861	912
1180	53903	867
1181	53950	821
1182	53992	775
1183	54035	730
1184	54076	684
1185	54121	638
1186	54162	593
1187	54208	547
1188	54251	501
1189	54293	456
1190	54333	410
1191	54379	364
1192	54422	319
1193	54464	273
1194	54508	228
1195	54553	182
1196	54594	136
1197	54640	91
1198	54685	45
1199	54726	0
