iter	RMSE
405	0.1016711841
406	0.1016442501
407	0.1015454699
408	0.1014779876
409	0.1013918603
410	0.1013600014
411	0.1012698762
412	0.1012094933
413	0.1011706479
414	0.1011159625
415	0.1010374258
416	0.1009649502
417	0.1008798532
418	0.1008332861
419	0.1007756209
420	0.1006261528
421	0.1005343043
422	0.1004620911
423	0.1003340785
424	0.1002547066
425	0.1000958479
426	0.1000082824
427	0.09987643672
428	0.09980670677
429	0.09970038726
430	0.09962855192
431	0.09955350508
432	0.09947462376
433	0.09933974716
434	0.09927819017
435	0.09924145942
436	0.09916160251
437	0.09910117835
438	0.09902759219
439	0.09895085331
440	0.09891381084
441	0.09888775131
442	0.09877622613
443	0.09870774802
444	0.0986353051
445	0.09859683561
446	0.09850885881
447	0.09845724675
448	0.09841519261
449	0.09837246817
450	0.09827894358
451	0.09818368685
452	0.09807689221
453	0.09797325012
454	0.09786398064
455	0.09779553531
456	0.09776179501
457	0.09768542821
458	0.09761695897
459	0.09753533742
460	0.09748017033
461	0.09737953976
462	0.09733400241
463	0.09724417781
464	0.09719508841
465	0.09713777348
466	0.09705669825
467	0.09700892895
468	0.09692821829
469	0.09687166009
470	0.09682801692
471	0.09674934167
472	0.09664310835
473	0.09653036476
474	0.09647364887
475	0.0964227169
476	0.0963685494
477	0.09628611108
478	0.09623849742
479	0.09615271886
480	0.09607875776
481	0.09597889174
482	0.09591143046
483	0.09583597912
484	0.0957445229
485	0.09569966245
486	0.09561443135
487	0.09553805209
488	0.09545242697
489	0.09539303015
490	0.09536571049
491	0.09528558627
492	0.09521750336
493	0.09510872083
494	0.09504303864
495	0.09485857996
496	0.09477886517
497	0.09474008636
498	0.09466568574
499	0.09458248897
500	0.09449534352
501	0.09440903186
502	0.09434804955
503	0.0943193778
504	0.09424756864
505	0.09422019138
506	0.09418342802
507	0.09413853932
508	0.09406524077
509	0.09398781144
510	0.09392677018
511	0.09387395743
512	0.09383166083
513	0.09376070913
514	0.09372212983
515	0.09362656985
516	0.09353472289
517	0.09347254444
518	0.09335623203
519	0.09331866447
520	0.09322133358
521	0.09311601544
522	0.09301776507
523	0.0929549127
524	0.09292605441
525	0.09287037948
526	0.09280868196
527	0.09277751406
528	0.09264062746
529	0.09260097589
530	0.0924262552
531	0.09229679913
532	0.09218605524
533	0.09214368184
534	0.0920389748
535	0.0919314875
536	0.09186289032
537	0.09177947337
538	0.09165096122
539	0.09160407337
540	0.091533426
541	0.09147226913
542	0.09140747557
543	0.09133181824
544	0.09128126145
545	0.0912022878
546	0.09114274144
547	0.09110594548
548	0.09105337391
549	0.0909954076
550	0.09093304434
551	0.09088581295
552	0.09080476089
553	0.09076042308
554	0.09073600761
555	0.09066502583
556	0.09062103623
557	0.09056095375
558	0.09051077594
559	0.09046266822
560	0.09040393102
561	0.09036925687
562	0.09030662249
563	0.09024301315
564	0.09020393111
565	0.0901437796
566	0.09011283128
567	0.09006111982
568	0.09001218034
569	0.08997157001
570	0.08993377547
571	0.08988786768
572	0.08984568792
573	0.08979744613
574	0.08975317686
575	0.08971733338
576	0.0895740351
577	0.08953299863
578	0.08948538393
579	0.08938443248
580	0.08935042874
581	0.08927702493
582	0.08922486248
583	0.08912141382
584	0.08906606377
585	0.08900153734
586	0.08895252061
587	0.08892126706
588	0.08886037184
589	0.08881790033
590	0.08878367246
591	0.08874745371
592	0.08870621323
593	0.08867929785
594	0.08863363862
595	0.08856690923
596	0.08851786284
597	0.08849406014
598	0.08844982379
599	0.08842167525
600	0.08838642699
601	0.08836387007
602	0.0883362779
603	0.08830124673
604	0.08822209125
605	0.08816275553
606	0.08811988971
607	0.08805528431
608	0.08799279849
609	0.08792594539
610	0.08783571102
611	0.0877886091
612	0.08776297378
613	0.08773090306
614	0.0876684082
615	0.08763645586
616	0.08759600304
617	0.08753589144
618	0.08751343609
619	0.0874763567
620	0.08745328633
621	0.08739771474
622	0.08736324161
623	0.08734878508
624	0.08727421331
625	0.08720263311
626	0.08716049105
627	0.08713724225
628	0.08710432522
629	0.08708951298
630	0.08706408938
631	0.0870300313
632	0.08696723056
633	0.08694232694
634	0.08691407482
635	0.08685029397
636	0.08677449852
637	0.08671274016
638	0.0866681685
639	0.08660796962
640	0.0865681746
641	0.08647175877
642	0.08641526038
643	0.08638507267
644	0.08628467405
645	0.08618858172
646	0.08613442656
647	0.08606920782
648	0.08601696739
649	0.08596848027
650	0.08594928143
651	0.08589623444
652	0.08584402013
653	0.08580501095
654	0.08575670672
655	0.08569631883
656	0.08563071128
657	0.08556822398
658	0.08555224974
659	0.08551259153
660	0.08542405393
661	0.08535803356
662	0.08533222417
663	0.08530690661
664	0.08525801025
665	0.08521190731
666	0.08515526333
667	0.08509694522
668	0.0850420727
669	0.08497737635
670	0.08493226202
671	0.08481262592
672	0.08477184207
673	0.08470414174
674	0.08463968479
675	0.08460922575
676	0.08457491879
677	0.08447495543
678	0.08441715372
679	0.08434686404
680	0.08432885652
681	0.08429490724
682	0.08421918795
683	0.08414922287
684	0.08410812047
685	0.08408647414
686	0.08402265653
687	0.08395376095
688	0.08384788582
689	0.08378003728
690	0.08373827525
691	0.08371374446
692	0.08364878892
693	0.08361295783
694	0.08360289992
695	0.08357239136
696	0.08351569006
697	0.08345665266
698	0.08338628392
699	0.08335556072
700	0.08332558152
701	0.08325618261
702	0.08320827602
703	0.08314371251
704	0.08309185983
705	0.08304249817
706	0.08299007576
707	0.08292057744
708	0.08283753534
709	0.08277809864
710	0.08273539829
711	0.08267207649
712	0.08261924762
713	0.08256100272
714	0.08251391258
715	0.08242414311
716	0.08239192269
717	0.08237806794
718	0.08232756561
719	0.08228237117
720	0.08226024767
721	0.08221044028
722	0.08216766832
723	0.08212292812
724	0.08206347556
725	0.08201074844
726	0.08197120199
727	0.08191872694
728	0.08188976144
729	0.08184644512
730	0.08179359022
731	0.08176910968
732	0.08175293054
733	0.08169679696
734	0.08159641105
735	0.08154611908
736	0.08148791619
737	0.0814429188
738	0.08139312443
739	0.08136665427
740	0.0813450879
741	0.081323219
742	0.08127721522
743	0.08121360594
744	0.08117590855
745	0.08112245133
746	0.0810912855
747	0.08103269029
748	0.08100143772
749	0.08097052972
750	0.0809177818
751	0.08086614987
752	0.08082612882
753	0.08074300822
754	0.08066923663
755	0.08062282909
756	0.08060003539
757	0.08055917448
758	0.08054043253
759	0.08051103248
760	0.08045568497
761	0.08041638751
762	0.08037082534
763	0.08032175969
764	0.08028816178
765	0.08019896779
766	0.08016006167
767	0.08011498912
768	0.08005698934
769	0.0800049918
770	0.07995642838
771	0.07985298817
772	0.07981953621
773	0.07979604347
774	0.07975877992
775	0.07968790417
776	0.07964682972
777	0.07959266357
778	0.07954019536
779	0.07950683834
780	0.07944587803
781	0.07942017597
782	0.07939296453
783	0.07936098078
784	0.07932988307
785	0.07928327844
786	0.07922643737
787	0.07918578989
788	0.07913317745
789	0.07908096493
790	0.07905983361
791	0.0789954394
792	0.07895096425
793	0.07889862319
794	0.07883433872
795	0.07877467921
796	0.07875710639
797	0.07867630913
798	0.07865170596
799	0.07864073659
800	0.0785834963
801	0.07854386823
802	0.07851468021
803	0.07849563676
804	0.07847985872
805	0.07843317507
806	0.07832072883
807	0.0782699106
808	0.07820133205
809	0.07815645635
810	0.07815129607
811	0.07813048992
812	0.07806365389
813	0.07800669815
814	0.07795802235
815	0.07791181543
816	0.07788607839
817	0.0778270967
818	0.07777707195
819	0.07773315719
820	0.07768773685
821	0.07766673329
822	0.07763211602
823	0.07758863992
824	0.07756882313
825	0.07751856264
826	0.07746569874
827	0.07742767364
828	0.07739633669
829	0.07735339156
830	0.07732272054
831	0.0772924906
832	0.07722817877
833	0.07712345359
834	0.07708496762
835	0.07706158295
836	0.07700854418
837	0.07698593115
838	0.07695034333
839	0.07689213934
840	0.07684737323
841	0.07679556123
842	0.07677180458
843	0.07673851085
844	0.07667722373
845	0.07662540261
846	0.07659599812
847	0.07658197368
848	0.07654724694
849	0.07651538543
850	0.07648880714
851	0.0764461569
852	0.07640711785
853	0.07637684329
854	0.07633213855
855	0.07630077598
856	0.07627734064
857	0.07623642324
858	0.07621433969
859	0.07616076377
860	0.07613675964
861	0.07606847856
862	0.07605093201
863	0.07602403448
864	0.07598611275
865	0.07596276225
866	0.07587933221
867	0.07586521969
868	0.07582746563
869	0.07578416201
870	0.07574454296
871	0.07572656736
872	0.07570726878
873	0.0756871539
874	0.07566213324
875	0.07558640246
876	0.0755423371
877	0.07553195286
878	0.07548134935
879	0.07547685956
880	0.07544862366
881	0.07539152555
882	0.07534426016
883	0.07528477511
884	0.07523133212
885	0.07518836476
886	0.07514007822
887	0.07508251229
888	0.0750380322
889	0.07496018312
890	0.07492691787
891	0.0749035605
892	0.07486994672
893	0.07482485915
894	0.07478817206
895	0.07475541389
896	0.07472136249
897	0.07468376247
898	0.07463756884
899	0.07458396827
900	0.07454112761
901	0.07451273056
902	0.0744597226
903	0.07441791764
904	0.07438637775
905	0.07434218251
906	0.0742785681
907	0.07424533425
908	0.07421714754
909	0.07417612395
910	0.07416742828
911	0.07412167083
912	0.07408962653
913	0.07406345741
914	0.07402012228
915	0.07397665149
916	0.07392352208
917	0.07385776309
918	0.07380228713
919	0.07375032644
920	0.07365597483
921	0.07363686017
922	0.07358380295
923	0.07354218762
924	0.07352779033
925	0.07345926333
926	0.07343805808
927	0.07340829775
928	0.07338030384
929	0.07336190765
930	0.07334607838
931	0.07329334379
932	0.0732558547
933	0.07319731063
934	0.07315362036
935	0.07313081378
936	0.07312391452
937	0.0731075803
938	0.07305223327
939	0.07299835321
940	0.07296325861
941	0.07294432692
942	0.07289586509
943	0.07286124645
944	0.07282829983
945	0.07280268906
946	0.0727816398
947	0.07274699648
948	0.07268960081
949	0.07265507083
950	0.07260339069
951	0.07256094563
952	0.07252502
953	0.07246901595
954	0.07243679722
955	0.07243065548
956	0.07242054123
957	0.07234970794
958	0.07233080409
959	0.07230535691
960	0.07226550377
961	0.07219808298
962	0.07216493092
963	0.07213900719
964	0.07211428703
965	0.072089511
966	0.07207789852
967	0.07203739107
968	0.07202334284
969	0.07200816726
970	0.07197951933
971	0.07195258297
972	0.07191648924
973	0.07188671848
974	0.07186012295
975	0.07181726334
976	0.07177470268
977	0.0717356779
978	0.0717072174
979	0.07169409242
980	0.07161623905
981	0.0715776457
982	0.07156182278
983	0.07152421879
984	0.07149008361
985	0.07145438025
986	0.07144426134
987	0.07142332245
988	0.07138450048
989	0.07134604176
990	0.07132274267
991	0.0713003734
992	0.07123133138
993	0.07119111501
994	0.07112951335
995	0.07108748969
996	0.07103956501
997	0.07100460998
998	0.07096517326
999	0.07093799058
1000	0.07088998234
1001	0.07084532148
1002	0.07081717607
1003	0.07076931577
1004	0.0707601002
1005	0.07071686299
1006	0.07069590415
1007	0.07067925399
1008	0.07063655328
1009	0.07060601037
1010	0.0705810389
1011	0.07055031615
1012	0.07052461354
1013	0.07047348407
1014	0.07043593167
1015	0.07037548545
1016	0.07032350766
1017	0.0702838651
1018	0.07024636285
1019	0.07021256643
1020	0.07015589788
1021	0.07012270554
1022	0.07010477947
1023	0.07008245362
1024	0.07003903227
1025	0.07000502788
1026	0.06999062134
1027	0.0699447446
1028	0.06991344787
1029	0.06986936738
1030	0.06985910918
1031	0.06981761899
1032	0.06974814233
1033	0.06971223605
1034	0.06968804436
1035	0.06966161685
1036	0.06962695823
1037	0.06960081348
1038	0.06958376695
1039	0.06956639945
1040	0.06951226231
1041	0.06948993876
1042	0.06947324759
1043	0.06942403584
1044	0.06938841504
1045	0.06937250645
1046	0.06934983631
1047	0.06930849909
1048	0.0692658546
1049	0.0692480727
1050	0.06922127973
1051	0.0691870713
1052	0.06913113053
1053	0.06911117486
1054	0.06909677942
1055	0.06907146472
1056	0.06906559904
1057	0.06903497875
1058	0.06901547458
1059	0.06898130518
1060	0.06892635183
1061	0.06886840396
1062	0.06884482548
1063	0.06880986394
1064	0.06876035258
1065	0.06873308556
1066	0.06868860527
1067	0.06863754217
1068	0.06862039544
1069	0.06858116523
1070	0.06854051084
1071	0.06851658451
1072	0.06848009688
1073	0.06842894088
1074	0.0683817952
1075	0.06835606993
1076	0.0683431956
1077	0.06830326868
1078	0.06827641202
1079	0.06825097158
1080	0.0682164693
1081	0.06819337761
1082	0.06815425991
1083	0.06812583333
1084	0.06808308858
1085	0.06804315079
1086	0.06802335971
1087	0.06798482577
1088	0.06796499661
1089	0.06794531745
1090	0.06791477449
1091	0.06788293495
1092	0.06784146507
1093	0.06781466828
1094	0.06779912456
1095	0.06777741774
1096	0.06775772558
1097	0.06773757028
1098	0.06770047742
1099	0.06766061555
1100	0.06761754836
1101	0.06760150968
1102	0.06756073967
1103	0.06752658755
1104	0.06749384407
1105	0.06744760256
1106	0.0674359212
1107	0.06740747899
1108	0.06738788769
1109	0.06735358316
1110	0.06732572736
1111	0.06728892679
1112	0.06724735935
1113	0.06721517357
1114	0.0671781
1115	0.0671620053
1116	0.06713150512
1117	0.06706742302
1118	0.06705086333
1119	0.06701443762
1120	0.06695526322
1121	0.06691884963
1122	0.06688536925
1123	0.06686223555
1124	0.06684010441
1125	0.06679493869
1126	0.06674617653
1127	0.06669489936
1128	0.06663719267
1129	0.06660829508
1130	0.06656757061
1131	0.0665364748
1132	0.06651252343
1133	0.06647029951
1134	0.06644377065
1135	0.06641013184
1136	0.06635892241
1137	0.06632762055
1138	0.06629299852
1139	0.0662664785
1140	0.06621918652
1141	0.06617153383
1142	0.06614282091
1143	0.06611356792
1144	0.0660741208
1145	0.06604013896
1146	0.06603413925
1147	0.06600987669
1148	0.06597883483
1149	0.06593617085
1150	0.0659028651
1151	0.06587519655
1152	0.06585790218
1153	0.06584084604
1154	0.0657953762
1155	0.06575872417
1156	0.06575193992
1157	0.06571825528
1158	0.06568180172
1159	0.06563905057
1160	0.06561543652
1161	0.06557890871
1162	0.06557083208
1163	0.06555634834
1164	0.06553032394
1165	0.06549318684
1166	0.06544608058
1167	0.06542903163
1168	0.06538981864
1169	0.0653648817
1170	0.06532819845
1171	0.06530085397
1172	0.06525790821
1173	0.06524005359
1174	0.06517690268
1175	0.06514121419
1176	0.06510302749
1177	0.06507796179
1178	0.0650455827
1179	0.06500418473
1180	0.06498682427
1181	0.06495638527
1182	0.06493517468
1183	0.06489948967
1184	0.06483836819
1185	0.06481334708
1186	0.06475994251
1187	0.06473825292
1188	0.06470858062
1189	0.06466567966
1190	0.06462708007
1191	0.06458840014
1192	0.06455964043
1193	0.06451311683
1194	0.06447998409
1195	0.06445413419
1196	0.06442302676
1197	0.06440633209
1198	0.06437216131
1199	0.06435729593
